# from crisprcasdb
# collected by purpurax

"name","crispr count","cas_region count"
CP085819.1,2,1
CP039713.1,3,1
CP072203.1,1,1
CP083583.1,2,1
CP012943.1,2,1
LR213449.1,1,1
CP017491.1,1,1
CP018713.1,1,1
LT827128.1,2,1
CP025837.1,2,1
CP043279.1,2,1
CP014306.1,2,1
CP024131.1,2,1
CP047258.1,4,1
CP086170.1,1,1
CP002772.1,1,1
CP057293.1,2,1
CP050777.1,2,1
CP022763.1,1,1
CP084026.1,2,1
CP014225.1,2,1
AP021892.1,3,1
CP000611.1,2,1
CM001469.1,1,1
CP014635.1,1,1
CP085944.1,1,1
LN877770.1,2,1
CP075140.1,1,1
CP024014.1,2,1
CP040428.1,5,1
CP084866.1,2,1
CP006850.1,3,1
CP092294.1,2,1
CP038383.1,2,1
CP010117.1,2,1
CP019683.1,3,1
CP088602.1,1,1
CP042846.1,2,1
CP063908.1,2,1
CP040164.1,2,1
CP028714.1,2,1
LT906441.1,1,1
CP025447.1,2,1
AP017895.1,2,1
LN890520.1,2,1
CP069328.1,3,1
CP085549.1,4,1
CP079629.1,2,1
CP059441.1,1,1
CP043731.1,1,1
CP013686.1,5,1
CP025862.1,2,1
CP088933.1,1,1
CP091662.1,2,1
CP085576.1,3,1
CP043821.1,3,1
CP057916.1,2,1
CP069431.1,1,1
CP010339.1,2,1
CP056565.1,2,1
CP039856.1,3,1
CP078568.1,1,1
CP066851.1,3,1
CP070865.1,2,1
CP040832.1,2,1
CP082409.1,2,1
OU342706.1,1,1
CP001769.1,1,1
CP031359.1,3,1
CP019271.1,2,1
CP063885.1,1,1
AP014565.1,3,1
CP029704.1,3,1
CP062952.1,1,1
AP025343.1,4,1
CP007267.2,2,1
OU917796.1,1,1
CP034752.1,1,1
CP038300.1,2,1
CP017295.1,1,1
CP015773.2,2,1
AM114193.2,1,1
CP074627.1,2,1
CP002816.1,2,1
CP014334.1,2,1
CP040016.1,1,1
CP007136.1,2,1
CP019201.1,2,1
CP019383.1,2,1
CP058853.1,3,1
CP091878.1,2,1
CP000283.1,1,1
CP047240.1,4,1
CP065627.1,1,1
CP013662.1,2,1
CP023507.1,1,1
OV884289.1,1,1
CP089745.1,3,1
CP068813.1,2,1
LR134332.1,1,1
CP029945.1,1,1
CP018686.1,1,1
CP015924.1,2,1
CP066241.1,1,1
CP007340.2,2,1
LR882499.1,1,1
CP076249.1,1,1
CP038324.1,2,1
CP047665.1,3,1
CM000953.1,1,1
CP055030.1,3,1
CP022958.1,1,1
CP076675.1,3,1
CP062248.1,2,1
CP048659.1,3,1
CP029712.1,3,1
CP014338.1,1,1
CP015613.1,2,1
CP048838.1,4,1
CP083258.1,1,1
CP008863.1,2,1
AM412317.1,8,1
CP060515.1,3,1
CP065662.1,2,1
CP059886.1,1,1
LT904871.1,1,1
CP014123.1,2,1
CP088656.1,3,1
CP084007.1,1,1
CP066260.1,3,1
CP015878.1,2,1
CP003504.1,1,1
CP030106.1,1,1
CP017511.1,1,1
CP034248.1,1,1
CP092072.1,2,1
CP012022.2,2,1
LR962414.1,2,1
CP024842.1,3,1
CP069549.1,2,1
CP045142.1,1,1
CP026845.1,1,1
CP037918.1,2,1
CP074650.1,2,1
AP021895.1,3,1
CP017666.1,1,1
LS483454.1,2,1
CP062713.1,2,1
CP030032.1,1,1
CP080761.1,2,1
AP023303.1,3,1
CP021339.1,2,1
CP009083.1,2,1
CP025225.1,2,1
CP057162.1,3,1
CP027002.1,1,1
CP053400.1,2,1
CP055418.1,1,1
LT838196.1,3,1
AP024085.1,1,1
CP060264.1,1,1
CP041863.1,1,1
LR134146.1,2,1
CP014975.1,2,1
CP045958.1,2,1
CP027319.1,2,1
AP018405.1,1,1
CP057603.1,3,1
CP017292.1,2,1
CP083645.1,1,1
CP017832.1,2,1
CP085605.1,3,1
CP039850.1,2,1
CP057380.1,3,1
CP001144.1,1,1
CP017539.1,1,1
CP040065.1,2,1
CP014742.1,1,1
CP024699.1,2,1
CP011835.1,1,1
CP039854.1,2,1
CP084664.1,1,1
CP050113.1,1,1
CP021523.1,1,1
CP085987.1,3,1
CP024997.2,1,1
CM001483.1,5,1
CP001976.1,2,1
LT904888.1,1,1
AM408590.1,2,1
AP012053.1,2,1
CP074588.1,2,1
LR962681.1,2,1
CP040305.1,2,1
CP063241.1,3,1
CR543861.1,3,1
CP007809.1,1,1
CP077206.1,3,1
CP092321.1,2,1
CP012126.1,2,1
CP043662.1,2,1
CP076096.1,2,1
CP028737.1,2,1
CP041991.1,2,1
CP031123.2,2,1
CP037941.1,2,1
CP012381.1,2,1
CP021868.1,1,1
CP017641.1,1,1
CP010312.1,1,1
CP058707.1,3,1
LT905140.1,1,1
CP032671.1,1,1
CP076000.1,1,1
CP079150.1,2,1
CP088627.1,2,1
CP011329.1,1,1
CP044140.1,2,1
CP026580.3,2,1
CP007533.1,2,1
CP030767.1,2,1
CP009561.1,2,1
CP046042.2,1,1
CP057125.1,1,1
CP002478.1,1,1
CP016579.1,3,1
CP042973.1,2,1
CP081891.1,2,1
CP089312.1,5,1
CP053886.1,1,1
CP091912.1,1,1
CP056594.1,2,1
LS483313.1,1,1
CP007282.2,2,1
CP048003.1,1,1
CP048039.1,2,1
LR962171.1,1,1
CP061108.1,2,1
CP003715.1,3,1
CP007388.2,2,1
CP010781.1,1,1
CP061030.1,2,1
CP048322.1,2,1
CP006608.1,2,1
CP056237.1,2,1
CP006578.1,2,1
CP024815.1,2,1
LR962046.1,2,1
CP086626.1,2,1
CP065061.1,1,1
CP088034.1,2,1
AP021935.1,2,1
CP027008.1,2,1
CP017490.1,1,1
CP026355.1,2,1
CP038302.1,2,1
CP092861.1,2,1
CP053787.1,2,1
CP093032.1,2,1
CP074413.1,1,1
CP027704.2,1,1
CP032833.1,2,1
CP077670.1,2,1
CP059833.1,1,1
CP037983.1,1,1
CP084534.1,2,1
CP089981.1,2,1
CP079992.1,1,1
CP053446.1,1,1
CP024726.1,1,1
CP079714.1,1,1
CP015855.1,2,1
CP007377.2,2,1
LR134220.1,2,1
LR134225.1,2,1
CP033438.1,1,1
CP007304.2,2,1
CP007343.2,2,1
LR134148.1,2,1
LS483332.1,1,1
CP007744.1,4,1
CP059468.1,2,1
CP028746.1,3,1
CP038432.1,3,1
CP091168.1,2,1
CP082381.1,2,1
CP028290.1,3,1
CP080651.2,1,1
CP021869.1,1,1
CP075682.1,1,1
CP037857.2,2,1
CP043414.1,2,1
CP002614.1,3,1
LR735429.1,1,1
CP040664.1,2,1
CP023670.1,1,1
CP054449.1,2,1
CP017598.1,1,1
HE971709.1,1,1
CP033465.1,2,1
CP085724.1,1,1
CP080518.1,3,1
CP030041.1,1,1
CP091161.1,2,1
CP057690.1,3,1
CP026317.1,1,1
CP050028.1,1,1
CP055958.1,2,1
CP028126.1,2,1
CP074275.1,2,1
CP035220.1,1,1
CP060485.1,2,1
CP007398.2,2,1
CP061119.1,3,1
CP086120.1,5,1
CP074591.1,2,1
CP050326.1,3,1
CP004753.2,1,1
CM008894.1,2,1
CP029038.1,3,1
CP053902.1,2,1
LT838200.1,3,1
CP074284.1,2,1
CP085615.1,3,1
LR134081.1,3,1
CP053785.1,2,1
CP027472.1,2,1
CP023616.1,2,1
CP083898.1,3,1
CP041632.1,4,1
CP023591.1,2,1
CP072764.1,2,1
CP030031.1,1,1
CP020048.1,2,1
CP083419.1,3,1
CP092022.1,1,1
CP076251.1,1,1
LR027516.1,2,1
CP051404.1,3,1
CP060963.1,2,1
CP027597.1,3,1
CP007372.2,2,1
CP038496.1,2,1
CP025048.1,2,1
CP085573.1,3,1
LR134253.1,1,1
CP041790.1,2,1
CP054793.1,3,1
CP059992.1,2,1
CP017506.1,1,1
CP043189.1,2,1
CP055092.1,2,1
FP929048.1,5,1
CP049945.1,4,1
CP016829.1,2,1
CP044492.1,1,1
CP009057.1,1,1
CP049169.1,1,1
CP068286.1,2,1
CP010338.1,1,1
CP046080.1,1,1
AP023392.1,1,1
CP084203.1,3,1
CP023415.1,1,1
LR698973.1,1,1
CP049109.1,1,1
CM002125.1,2,1
CM002121.1,2,1
LS483458.1,2,1
CP065611.1,2,1
CP088665.1,2,1
CP013292.1,1,1
CP053579.1,1,1
CP056564.1,2,1
CP045541.1,1,1
CP067369.1,2,1
CP039496.1,2,1
CP053870.1,3,1
CP065341.1,1,1
CP003594.1,1,1
CP013615.1,1,1
CM002056.1,2,1
CP058786.1,2,1
CP013676.1,1,1
CP041433.1,2,1
CP007305.2,2,1
CP089865.1,2,1
CP074292.1,2,1
CP061053.1,1,1
CP041356.1,1,1
CP057447.1,2,1
CP023602.1,2,1
CP007333.2,2,1
CP091381.1,2,1
CP083637.1,1,1
LS483445.1,1,1
CP018335.1,3,1
CP027001.1,1,1
CP049313.1,3,1
CP063954.1,1,1
CP074246.1,2,1
CP052306.1,1,1
CP083047.1,2,1
CP018719.1,1,1
CP086111.1,3,1
CP003940.1,2,1
CP051296.1,3,1
CP066007.1,2,1
CP075127.1,2,1
CP093072.1,2,1
CP075026.1,2,1
CP015412.1,5,1
CP028368.1,4,1
CP055075.1,3,1
CP043402.1,3,1
CP070496.1,5,1
CP025118.1,1,1
CP013246.1,3,1
CP029705.1,3,1
CP090929.1,2,1
CP039802.1,2,1
CP014982.2,3,1
CP012745.1,1,1
OW052571.1,2,1
AP019701.1,3,1
CP024442.1,2,1
CP025217.1,2,1
CP014969.1,2,1
CP000970.1,1,1
LN868939.1,7,1
CP029846.1,1,1
CP064954.1,1,1
CP025450.1,2,1
CP005934.1,2,1
CP041335.1,1,1
LR882500.1,1,1
CP076250.1,2,1
CP074657.1,2,1
LR962300.1,2,1
CP083622.1,1,1
CP040805.1,2,1
CP012382.1,2,1
CP009040.1,3,1
CP018642.1,2,1
AP023322.1,1,1
CP004120.1,1,1
CP033371.1,1,1
CP027219.1,2,1
CP039484.1,2,1
CP039750.1,1,1
LR134233.1,3,1
CP071246.1,1,1
CP001409.1,2,1
CP024109.1,2,1
LR890471.1,2,1
CP046156.1,1,1
CP026356.1,2,1
CP061007.1,2,1
CP008747.1,1,1
CP043183.1,2,1
CP009286.1,4,1
CP062824.1,2,1
CP003696.1,2,1
CP086020.1,1,1
CP017232.1,2,1
CP081906.1,1,1
CP060288.1,2,1
CP072618.1,3,1
AP022834.1,1,1
CP009204.1,2,1
CP022774.1,1,1
CP020516.1,2,1
CP082606.1,3,1
CP084677.1,3,1
CP045258.1,3,1
CP049205.1,1,1
LT615377.1,2,1
CP068803.1,2,1
CP040910.1,1,1
CP032237.1,2,1
CP007354.2,2,1
CP041817.1,1,1
CP046527.1,2,1
CP002298.1,1,1
CP044097.1,2,1
FR824043.1,2,1
CP001700.1,6,1
CP029985.1,1,1
CP041842.1,1,1
CP049197.1,2,1
CP052792.1,2,1
CP020052.1,2,1
CP093392.1,2,1
CP023972.1,2,1
CP016353.1,5,1
LR134385.1,1,1
CP021250.1,1,1
CP088576.1,2,1
AP006618.1,3,1
CP032795.1,2,1
CP043570.1,1,1
CP014872.1,1,1
CP014157.1,2,1
AP017424.1,2,1
CP010442.1,2,1
CP028408.1,2,1
CP069962.1,2,1
CP010061.1,1,1
CP012696.1,1,1
CP073609.1,2,1
CP046734.1,2,1
CP079195.1,2,1
CP091281.1,1,1
CP031459.1,1,1
CP063081.1,1,1
CP088812.1,2,1
CP003359.1,2,1
CP063204.1,1,1
CP040127.1,1,1
CP055227.2,3,1
CP012674.1,1,1
CP059168.1,1,1
AP012492.1,1,1
CP043185.1,2,1
CP078546.1,1,1
CP034966.1,2,1
CP038374.1,2,1
CP023477.1,1,1
AP014638.1,1,1
CP021683.1,2,1
CP028428.1,2,1
CP025705.1,2,1
BA000011.4,2,1
CP073613.1,2,1
CP027484.1,2,1
LT629804.1,1,1
CP075011.1,2,1
CP010178.1,2,1
CP080442.1,3,1
OU659150.1,2,1
CP001955.1,2,1
CP011018.1,3,1
CP009091.1,2,1
CP056508.1,1,1
CP016408.1,2,1
CP022439.1,1,1
CP085988.1,1,1
CP043233.1,1,1
CP086654.1,1,1
CP012681.1,3,1
CP040927.1,3,1
CP010873.1,1,1
CP035196.1,1,1
CP062727.1,2,1
LS483495.1,3,1
CP044499.1,2,1
CP057964.1,3,1
CP085574.1,3,1
CP091827.1,2,1
CP092452.1,3,1
CP019610.1,1,1
CP007463.2,2,1
CP023605.1,2,1
LR778144.1,2,1
CP029900.1,1,1
CP038022.1,1,1
CP036264.1,1,1
CP034090.1,2,1
CP022058.2,1,1
OV789733.1,1,1
CP022722.1,3,1
CP020545.1,2,1
CP050079.1,1,1
CP057838.1,2,1
CP057839.1,3,1
LR134317.1,1,1
CP036339.1,1,1
HG974234.1,2,1
LT635475.1,1,1
CP028614.1,2,1
CM002114.1,2,1
CP001322.1,1,1
CP041835.1,1,1
CP019041.1,1,1
CP085041.1,2,1
CP063091.1,1,1
LT883153.1,1,1
CP029559.1,1,1
CP066796.1,3,1
CP016476.1,1,1
AP011526.1,1,1
CP053765.1,2,1
CP066310.1,1,1
CP036266.1,1,1
CP014790.1,2,1
CP060730.2,2,1
CP003326.1,3,1
CP038360.1,2,1
CP078513.1,1,1
LR134031.1,2,1
CP020885.1,2,1
CP076361.1,1,1
CP060161.1,2,1
CP067988.1,4,1
CP017761.1,1,1
AP014683.1,2,1
CP057463.1,3,1
LN813019.1,1,1
LT615378.1,2,1
CP046329.1,1,1
CP082349.1,2,1
CP041789.1,1,1
CP041798.1,2,1
CP039143.1,2,1
CP092032.1,2,1
BA000038.2,2,1
AP019703.1,2,1
CP050263.1,3,1
CP025842.1,3,1
CP019250.1,2,1
CP007404.2,2,1
CP023470.1,1,1
CP020360.1,1,1
CP082202.1,2,1
CP016646.1,1,1
CP007156.1,1,1
CP078529.1,3,1
CP077668.1,2,1
CP053684.1,1,1
CP055061.1,1,1
CP066065.1,1,1
CP047094.1,2,1
LR882050.1,4,1
CM002113.1,3,1
CP029487.1,1,1
CP007174.1,1,1
CP051837.1,2,1
CP074290.1,2,1
CP083215.1,1,1
CP065670.1,1,1
CP027363.1,2,1
CP023016.1,2,1
LR134297.1,1,1
CP024838.1,1,1
CP090930.1,2,1
CP080397.1,1,1
CP002352.1,1,1
CP032400.1,1,1
CP026027.1,2,1
LR134384.1,1,1
CP010833.1,2,1
CP062723.1,2,1
LR588408.1,1,1
CP044115.1,1,1
CP027352.1,2,1
CP018647.1,2,1
CP089260.1,3,1
CP088916.1,1,1
CP073285.1,2,1
CP039439.1,2,1
CP028127.1,2,1
CP046728.2,1,1
AP018750.1,2,1
CP029800.1,2,1
CP030164.1,2,1
CP017975.1,2,1
CP064392.1,2,1
CP033193.2,1,1
CP058231.1,2,1
CP088058.1,2,1
CP079993.1,1,1
CP007315.2,2,1
CP088609.1,3,1
CP085928.1,1,1
CP031377.1,1,1
CP000304.1,1,1
CP057638.1,2,1
CP083443.1,2,1
CP017994.1,2,1
CP054161.1,2,1
CP058910.1,2,1
LS483381.1,1,1
CP023637.1,2,1
CP060987.1,2,1
CP040654.1,5,1
CP041822.1,2,1
CP029185.2,1,1
CP053468.1,2,1
CP008920.1,6,1
CP001641.1,1,1
CP028092.1,1,1
CP060821.1,2,1
CP078579.1,1,1
CP022741.1,2,1
LT634361.1,1,1
CM002637.1,1,1
CP027461.1,2,1
CP082647.1,3,1
CP022076.1,1,1
CP030265.1,1,1
CP061258.1,2,1
CP092290.1,2,1
CP046907.1,2,1
CP082716.1,2,1
CP015421.1,1,1
CP040914.1,1,1
CP042893.1,2,1
AP019740.1,1,1
CP012378.1,4,1
CP075649.1,2,1
CP019267.1,2,1
CP085795.1,2,1
CP024289.1,2,1
CP012697.1,1,1
CP041808.1,2,1
CP039516.1,3,1
CP055194.1,2,1
CP023139.1,1,1
CP065043.1,2,1
CP059179.1,1,1
AP021969.1,1,1
CP028398.1,2,1
CP043928.1,2,1
CP028742.1,3,1
CP066701.1,1,1
AP006725.1,2,1
CP085601.1,2,1
CP091111.1,1,1
CP022385.1,1,1
LR134160.1,2,1
CP047405.1,2,1
CP028519.1,3,1
CP070045.1,2,1
CP019404.1,2,1
AP012322.1,1,1
LT545678.1,1,1
CP037940.1,1,1
CP092307.1,2,1
LR134479.1,2,1
CP009206.1,3,1
CP021386.1,2,1
CP021053.1,3,1
CP072368.1,1,1
CP055199.1,2,1
CP041244.1,3,1
CP002363.1,3,1
CP007359.2,2,1
CP007751.1,1,1
CP007688.1,2,1
CP074170.1,2,1
CP001606.1,1,1
CP059437.1,1,1
CP041849.1,1,1
CP066702.1,1,1
CP073617.1,2,1
CP033616.1,1,1
LR962720.1,2,1
CP074333.1,2,1
CP018644.1,2,1
CP054314.1,2,1
CP011114.1,8,1
CP007772.1,1,1
CP066123.1,2,1
CM002120.1,2,1
CM001861.1,1,1
CP025601.1,2,1
CP009181.1,2,1
CP023589.1,2,1
CP074323.1,2,1
CP092057.1,2,1
CP045729.1,1,1
CP011516.2,2,1
CP060435.1,2,1
LR782232.1,2,1
CP037954.1,1,1
CP063164.1,1,1
CP041826.1,2,1
LR962600.1,2,1
CP040451.1,2,1
HG428755.1,2,1
CP001687.1,1,1
LN908249.1,1,1
CP015970.1,2,1
CP070345.1,5,1
CP007246.1,2,1
CP018059.1,1,1
CP065982.1,1,1
CP066335.1,2,1
CP013019.1,2,1
CP029480.1,1,1
CP012221.1,1,1
CP059546.1,2,1
CP007211.2,2,1
CP045857.1,1,1
CP058361.1,2,1
CP022656.1,1,1
CP049263.1,1,1
CP026307.1,2,1
CP085552.1,2,1
CP041403.1,1,1
CP011320.1,2,1
CP074361.1,2,1
CP017495.1,1,1
CP045563.1,1,1
CP054179.1,1,1
CP028381.1,2,1
CP074632.1,2,1
CP046670.1,1,1
CP073287.1,1,1
CP030231.1,2,1
CP040687.1,2,1
CP067750.1,1,1
CP076646.1,2,1
OU015321.1,1,1
CP053891.1,1,1
CP067393.1,1,1
CP072262.1,1,1
CP046033.1,2,1
CP092081.1,1,1
CP017042.1,1,1
CM002048.1,4,1
CP023865.1,2,1
CP090354.1,3,1
CP032321.1,1,1
CP024931.1,1,1
CP043564.1,2,1
CP056232.1,2,1
CP019979.1,1,1
CP085051.1,1,1
CP019606.1,1,1
CP022407.1,2,1
CM002066.1,2,1
CP056098.1,3,1
CP066085.1,3,1
CP034413.2,1,1
CP071795.1,1,1
CP089270.1,2,1
CP088052.1,2,1
LR699000.1,2,1
CP091596.1,1,1
CP006806.1,3,1
CP034479.1,3,1
CP025541.3,2,1
LR962541.1,1,1
CP038287.1,2,1
CP047121.1,1,1
CP068462.1,1,1
CP021748.1,3,1
CP000148.1,1,1
CP050757.1,2,1
CP040263.1,2,1
CP023510.1,4,1
FN869568.2,1,1
CP053573.1,1,1
CP039585.1,3,1
LR134315.1,3,1
CP003726.1,2,1
CP032936.1,2,1
CP043617.1,1,1
CP074331.1,2,1
CP043400.1,3,1
CP007598.1,2,1
LT576033.1,3,1
CP058776.1,2,1
CM000776.2,2,1
LR778148.1,2,1
CP040804.1,1,1
CP081894.1,2,1
CP072023.1,2,1
CP079819.1,1,1
CP030095.1,1,1
CP013121.1,1,1
CP082473.1,2,1
CP047527.1,3,1
CP033096.1,3,1
CP023590.1,2,1
LR962390.1,3,1
CP017384.1,2,1
CP032291.1,3,1
AP023313.1,3,1
CP082654.1,2,1
CP050029.1,1,1
CP036318.1,1,1
CP072204.1,2,1
CP085544.1,2,1
CP064789.1,2,1
CP076747.1,2,1
CP006055.1,2,1
CP033903.1,1,1
CP009106.2,2,1
CP003704.1,3,1
CP080635.1,2,1
CP002544.1,1,1
CP006027.1,2,1
LR134080.1,2,1
CP091673.1,2,1
CP017871.1,1,1
CP047963.1,1,1
CP072765.1,2,1
CP022392.1,1,1
CP058615.1,1,1
CP007627.1,1,1
CP003022.1,2,1
CP040840.1,4,1
CP027611.1,2,1
CP020017.1,1,1
CP074594.1,3,1
AP018439.1,1,1
CP045238.1,1,1
LT841333.1,2,1
AP023237.1,2,1
CP072647.1,1,1
CP018796.1,1,1
CP083267.1,1,1
CP052817.1,2,1
LR590082.1,1,1
CP023633.1,2,1
CP054403.1,1,1
AP017470.1,1,1
CP032153.1,2,1
CP083613.1,3,1
CP077646.1,2,1
CP042467.1,1,1
AP024469.1,1,1
CP026026.1,2,1
CP023671.1,3,1
CP077977.1,3,1
CP067703.1,1,1
LR962034.1,2,1
FQ312003.1,3,1
CP040700.1,2,1
CP092707.1,2,1
CP091404.1,2,1
CP013241.1,4,1
CP002040.1,10,1
CP010344.1,3,1
CP057302.1,2,1
AP014722.1,1,1
CP016563.1,3,1
CP001219.1,2,1
CP042361.1,2,1
CP022062.2,3,1
LT905064.1,1,1
CP011112.1,1,1
CP046703.1,6,1
CP048792.1,2,1
CP014174.1,5,1
CP091470.1,3,1
LR962717.1,2,1
CP059967.1,1,1
CP051349.1,2,1
LR993210.1,2,1
CP015183.1,2,1
CP068821.1,2,1
CP019915.1,1,1
CP029322.1,2,1
CP011827.2,2,1
CP053048.1,2,1
CP031115.1,1,1
CP009175.1,2,1
CP026387.1,1,1
CP041799.1,1,1
CP054788.1,2,1
AP018035.1,1,1
CP050215.1,1,1
CP089209.1,3,1
CP003839.1,1,1
CP073766.1,3,1
CP093369.1,1,1
LS483296.1,2,1
CP088654.1,2,1
CP007266.2,2,1
CP085936.1,2,1
CP014003.1,2,1
LR962580.1,2,1
AP023440.1,2,1
CP018082.1,2,1
CP050833.1,2,1
CP043736.1,3,1
CP016447.1,1,1
CP010281.1,2,1
CP054371.1,3,1
CP022122.1,1,1
CP000975.1,5,1
CP066711.1,1,1
CP019077.1,1,1
CP056073.1,2,1
CP059043.1,2,1
CP008925.1,2,1
CP024723.1,1,1
CP027361.1,2,1
CP006841.1,1,1
CP024635.1,3,1
CP030930.1,7,1
CP081912.1,1,1
CP029695.1,3,1
CP091172.1,1,1
CP000800.1,3,1
CP023634.1,2,1
CP034211.1,3,1
CP055052.1,3,1
CP068827.1,2,1
CP009364.1,2,1
AP019793.1,3,1
CP045762.1,3,1
CP014261.1,2,1
CP086171.1,1,1
CP038344.1,2,1
CP013202.1,1,1
CP016784.1,5,1
CP040414.1,1,1
CP091659.1,3,1
CP070962.1,2,1
CP051429.1,1,1
CP027017.1,1,1
CP041846.1,1,1
CP015188.1,2,1
CP035320.1,3,1
CP009182.1,2,1
CP033350.2,2,1
CP045515.1,2,1
CP091132.1,1,1
CP057429.1,2,1
CP002896.1,4,1
CP074659.1,2,1
CP007206.1,1,1
CP045694.1,1,1
CP022311.1,1,1
CP015995.1,2,1
OU349847.1,3,1
CP023601.1,2,1
CP027312.1,2,1
OU917211.1,1,1
CP035210.1,1,1
CP049306.1,3,1
CP055170.1,3,1
CP001593.1,3,1
CP035426.1,1,1
CP013679.1,1,1
CP036426.1,2,1
CP046415.1,1,1
CP013684.1,2,1
CP088828.1,2,1
CP031552.1,2,1
CP090890.1,2,1
AP011157.1,1,1
CP001022.1,1,1
CP041030.1,1,1
CP010238.1,3,1
CP010311.1,1,1
CP060928.1,2,1
CP041793.1,2,1
CP089207.1,2,1
CP068466.1,1,1
CP014161.1,2,1
CP085560.1,2,1
CP059431.1,1,1
CP066318.1,2,1
CP042382.1,1,1
CP005390.2,3,1
CP040709.1,1,1
LR962716.1,2,1
AP010953.1,2,1
CP002045.1,1,1
LR890312.1,3,1
CP014665.1,2,1
CP083411.1,1,1
CP021852.1,2,1
CP068176.1,2,1
CP064003.1,1,1
CP016014.1,2,1
CP057267.1,3,1
LR962107.1,2,1
CP030101.1,1,1
LT905141.1,1,1
CP035697.1,1,1
CP025832.1,3,1
CP014862.1,3,1
CP076258.1,2,1
AP014836.1,1,1
LR796240.1,3,1
CP071179.1,2,1
CP055599.1,3,1
CP050447.1,3,1
CP026009.1,1,1
CP014981.1,3,1
CP063980.1,2,1
LS992185.1,2,1
CP062122.1,2,1
LT899436.1,1,1
CP074096.1,3,1
CP009285.1,2,1
CP001083.1,6,1
CP057154.1,4,1
CP040058.1,5,1
CP078711.1,1,1
CP057692.1,3,1
CP051790.1,2,1
LR962264.1,2,1
AP022536.1,2,1
CP029492.1,3,1
CP001734.1,1,1
CP023867.1,1,1
CP019403.1,2,1
CP041794.1,2,1
CP086166.1,1,1
CP047522.1,2,1
LR698966.1,1,1
CP020953.1,5,1
CP002006.1,1,1
CP013097.1,2,1
LT220504.1,2,1
CP027552.1,2,1
CP042934.2,2,1
CP047330.1,2,1
AP018747.1,2,1
CP047074.1,2,1
CP019171.1,1,1
CP091677.1,1,1
CP088584.1,2,1
CP074663.1,3,1
CP059103.1,1,1
CP025199.1,1,1
CP028394.1,2,1
CP024988.1,2,1
LT594504.1,2,1
CP074643.1,2,1
AP021853.1,1,1
CP025777.1,1,1
CP008787.1,1,1
CP024126.1,1,1
CP050334.1,3,1
CP058992.1,2,1
CP082833.1,2,1
CP060465.1,2,1
CP009302.1,1,1
CP044298.1,1,1
LS483477.1,3,1
CP010315.1,2,1
CP040616.1,1,1
CP082417.1,3,1
CP072826.1,1,1
CP045206.1,2,1
CP064951.1,1,1
CP083188.1,1,1
CP020815.1,3,1
CP039853.1,1,1
LN606820.2,2,1
CP053862.1,2,1
CP019629.1,2,1
CP030161.1,1,1
CP000156.1,1,1
CP063997.1,1,1
CP068993.1,2,1
CP014979.2,2,1
CP090057.1,2,1
CP092314.1,2,1
CP085823.1,2,1
CP085132.1,1,1
CP053108.1,3,1
CP088923.1,2,1
CP018651.1,2,1
CP090254.1,3,1
CP059898.1,5,1
CP043542.1,2,1
AP025035.1,1,1
CP016174.1,5,1
LR134404.1,1,1
CP012312.1,9,1
LT963435.1,1,1
CP047156.1,1,1
CP039303.1,1,1
CP039610.1,2,1
CP071888.1,3,1
LR962554.1,2,1
CP027577.1,2,1
CP019206.1,2,1
LN890524.1,2,1
CP007251.1,2,1
CP055041.1,3,1
CP070367.1,1,1
CP007248.1,2,1
CP050750.1,3,1
CP047876.1,3,1
CP092326.1,2,1
CP052275.1,1,1
CP060470.1,2,1
CP075033.1,2,1
CP033165.1,1,1
CP018305.1,2,1
CP061232.1,2,1
CP030029.1,2,1
CP060892.1,2,1
CP039493.1,2,1
CP022715.1,1,1
CP025573.1,2,1
CP061530.1,2,1
CP023704.1,4,1
CP074202.1,2,1
CP085571.1,2,1
CP087123.1,2,1
FO203501.1,1,1
CP052785.1,2,1
CP011061.1,2,1
CP026082.1,1,1
CP047981.1,2,1
CM002075.1,2,1
CP057879.1,2,1
CP060165.1,3,1
CP009623.1,1,1
CP047079.1,2,1
LR698962.1,1,1
LR699570.1,2,1
CP024257.1,2,1
LR962586.1,2,1
CP021516.1,1,1
CP050376.1,2,1
CP082615.1,2,1
CP061280.1,1,1
AP021857.1,1,1
CP012598.1,2,1
CP040269.1,2,1
AP018724.1,3,1
CP029878.1,1,1
CP051819.1,2,1
CP004346.1,3,1
CP027644.1,1,1
LR962567.1,1,1
CP026731.1,1,1
CP023682.1,3,1
LR134528.1,1,1
CP018237.1,2,1
AP024471.1,2,1
CP078015.1,2,1
AP017374.1,2,1
CP009001.1,2,1
CP000884.1,1,1
CP084899.1,2,1
CP050209.1,4,1
CP057995.1,2,1
CP059971.1,1,1
CP065918.1,3,1
CP032396.1,1,1
CP028110.1,2,1
CP091793.1,1,1
CP052811.1,2,1
CP009803.1,7,1
CP051307.1,3,1
CP085488.1,2,1
CP053343.1,1,1
CP021387.1,1,1
AP012330.1,1,1
CP025243.1,2,1
AP023323.1,1,1
AP012320.1,2,1
LR890320.1,2,1
CP011339.1,4,1
CP075028.1,2,1
CP028702.1,2,1
CP040234.1,2,1
LR134319.1,1,1
CP011510.1,2,1
CP040412.1,2,1
LR962083.1,2,1
FR873481.1,1,1
CP072359.1,2,1
CP022279.1,2,1
CP085566.1,2,1
CP017434.1,2,1
